location,size(bhk),total_sqft,bath,balcony,price
Kothanur,3,1581.0,3.0,3.0,7600000.0
Whitefield,4,2882.0,5.0,1.0,20000000.0
TC Palaya,5,1440.0,5.0,2.0,9700000.0
Krishna Reddy Layout,3,2180.0,3.0,3.0,27300000.0
Abbigere,2,985.0,2.0,1.0,3892000.0
Sarjapur,2,950.0,2.0,2.0,3500000.0
Jai Bheema Nagar,2,1339.0,2.0,2.0,5500000.0
Ayappa Nagar,3,1449.0,3.0,1.0,7200000.0
Chikkasandra,4,1200.0,4.0,2.0,18000000.0
Brindavan Layout,2,1100.0,2.0,2.0,3868000.0
Kaval Byrasandra,3,2700.0,3.0,2.0,20000000.0
Billamaranahalli,2,1100.0,2.0,3.0,5500000.0
Electronic City,2,1140.0,2.0,1.0,3292000.0
Sarjapur,3,3009.0,3.0,2.0,33000000.0
Hanumantha Nagar,8,3300.0,8.0,3.0,31000000.0
Chandapura,2,800.0,1.0,2.0,3000000.0
Chikkabanavar,5,2000.0,4.0,0.0,6500000.0
Prasanti Nagar,4,1200.0,4.0,1.0,19000000.0
3rd Block Hrbr Layout,2,1300.0,2.0,3.0,9500000.0
Kanakpura Road,2,1220.0,2.0,2.0,6000000.0
Sarjapur  Road,3,2289.0,3.0,2.0,17800000.0
Whitefield,2,1170.0,2.0,1.0,5600000.0
Vignana Nagar,2,1350.0,2.0,2.0,8950000.0
Kambipura,2,883.0,2.0,1.0,4500000.0
Thanisandra,3,1698.0,3.0,2.0,12500000.0
Ambalipura,2,1060.0,2.0,1.0,5850000.0
Somasundara Palya,2,1185.0,2.0,2.0,7500000.0
Padmanabhanagar,3,2051.0,3.0,1.0,18000000.0
Vittasandra,2,1404.0,2.0,1.0,7200000.0
Electronic City Phase II,2,1252.0,2.0,1.0,6700000.0
Bannerghatta Road,3,1885.0,3.0,1.0,12500000.0
Kaikondrahalli,6,3381.0,6.0,3.0,22500000.0
Hormavu,2,980.0,2.0,2.0,4200000.0
Rajaji Nagar,3,2500.0,3.0,3.0,34000000.0
Banashankari,3,1420.0,3.0,1.0,6600000.0
"Banasawadi, ",3,2312.0,3.0,2.0,15600000.0
Jayamahal,2,1175.0,2.0,1.0,7000000.0
Vinayaka Nagar,2,1145.0,2.0,2.0,5100000.0
Bhoganhalli,2,970.0,2.0,1.0,5250000.0
Electronic City,2,1125.0,2.0,1.0,3249000.0
3rd Block Jayanagar,3,2150.0,3.0,3.0,24000000.0
Ramagondanahalli,3,1635.0,3.0,1.0,5700000.0
Harlur,3,3425.0,3.0,1.0,32000000.0
Hennur Road,4,2950.0,4.0,3.0,25300000.0
Jalahalli,1,1200.0,2.0,1.0,6600000.0
Kathriguppe,3,1335.0,2.0,2.0,7343000.000000001
Hebbal,4,4450.0,6.0,0.0,44900000.0
Yeshwanthpur,2,1166.0,2.0,1.0,6408000.0
Rajaji Nagar,3,2390.0,3.0,1.0,37200000.0
Shivaji Nagar,3,1460.0,2.0,1.0,9000000.0
Gulimangala,3,1690.0,3.0,3.0,5000000.0
Nagashetty Halli,4,1386.0,3.0,2.0,9300000.0
Devasandra Extension,2,1090.0,2.0,2.0,3200000.0
Thanisandra,3,1732.0,3.0,1.0,8573000.0
Whitefield,2,1390.0,2.0,1.0,7200000.0
Sector 2 HSR Layout,2,1095.0,2.0,1.0,8541000.0
Kengeri,1,416.0,1.0,1.0,1719000.0000000002
Channasandra Layout,3,2400.0,2.0,3.0,5000000.0
Yelahanka,3,1350.0,2.0,3.0,8500000.0
Bannerghatta Road,3,1453.0,2.0,2.0,7300000.0
Thanisandra,2,1226.0,2.0,1.0,6500000.0
Kasturi Nagar,4,784.0,2.0,2.0,16500000.0
Hegde Nagar,3,1168.0,2.0,1.0,6800000.0
Bannerghatta,3,1776.0,3.0,2.0,12400000.0
Whitefield,3,1634.0,3.0,2.0,6800000.0
Hormavu,2,860.0,2.0,0.0,5600000.0
Kamala Nagar,3,2800.0,3.0,1.0,40000000.0
Nagasandra,3,1650.0,3.0,2.0,9500000.0
Whitefield,2,1190.0,2.0,1.0,7000000.0
JP Nagar,2,1133.0,2.0,1.0,3399000.0
Suraksha Nagar,3,1559.0,3.0,2.0,6200000.0
Horamavu Banaswadi,3,1448.0,4.0,0.0,11800000.0
Sathya Sai Layout,4,6652.0,6.0,1.0,51000000.0
Kodichikkanahalli,2,976.0,2.0,1.0,5000000.0
Bank Of Baroda Colony,4,1350.0,4.0,3.0,24000000.0
Yelahanka,3,1590.0,2.0,2.0,5400000.0
Binny Pete,4,2940.0,6.0,2.0,20100000.0
Yelahanka,3,1633.0,3.0,2.0,11000000.0
Ramagondanahalli,2,1151.0,2.0,2.0,4600000.0
Kereguddadahalli,3,1400.0,2.0,2.0,4200000.0
Uttarahalli,2,1037.0,2.0,1.0,3600000.0
Thanisandra,2,1188.0,2.0,1.0,3600000.0
Raja Rajeshwari Nagar 5th Stage,2,1060.0,2.0,1.0,5200000.0
Thigalarapalya,3,2215.0,4.0,2.0,16200000.0
Hennur,2,1255.0,2.0,2.0,5450000.0
Ganesha Block,3,2500.0,2.0,1.0,30000000.0
Hormavu,2,1075.0,2.0,1.0,5370000.0
Harlur,4,2569.0,5.0,3.0,18000000.0
ITPL,2,900.0,2.0,1.0,2700000.0
Kudlu Gate,2,1183.0,2.0,1.0,7954000.000000001
HSR Layout,2,1100.0,2.0,2.0,4400000.0
GM Palaya,3,1643.0,2.0,2.0,7000000.0
Banagiri Nagar,3,1500.0,2.0,2.0,12000000.0
Jakkur,2,1291.0,2.0,1.0,7500000.0
Hennur,3,1150.0,3.0,2.0,8000000.0
Electronic City,2,1060.0,2.0,1.0,5500000.0
7th Phase JP Nagar,3,1575.0,2.0,2.0,11000000.0
BHEL Layout,5,1200.0,4.0,1.0,16000000.0
Byrathi Village,4,1700.0,3.0,2.0,5500000.0
Mahadevpura,2,1236.0,2.0,1.0,5800000.0
Ramamurthy Nagar,3,1350.0,2.0,2.0,3900000.0
Malleshwaram,3,2475.0,4.0,3.0,32600000.0
Electronic City,2,1200.0,2.0,1.0,3465999.9999999995
Hulimavu,4,1200.0,4.0,1.0,7500000.0
Harlur,2,1225.0,2.0,2.0,5600000.0
Thanisandra,2,1056.0,2.0,1.0,7500000.0
9th Phase JP Nagar,3,1240.0,2.0,2.0,4285000.0
Banashankari,3,1200.0,3.0,2.0,7452000.0
Kudlu Gate,3,1850.0,3.0,2.0,11000000.0
Amblipura,4,3150.0,4.0,3.0,18000000.0
Naganathapura,1,1200.0,1.0,0.0,3982000.0
Dodda Banaswadi,4,1018.0,4.0,1.0,15000000.0
Konena Agrahara,5,3520.0,6.0,1.0,46000000.0
Chandapura,3,1185.0,2.0,2.0,3022000.0
Jigani,2,918.0,2.0,2.0,5600000.0
GD Layout,3,1330.0,2.0,2.0,6800000.0
Munnekollal,3,1540.0,2.0,3.0,7000000.0
Lakshminarayana Pura,2,1200.0,2.0,2.0,8000000.0
Sunkan palya,2,927.0,2.0,2.0,3700000.0
CV Raman Nagar,3,1400.0,2.0,2.0,7800000.0
Hosur Road,2,1345.0,2.0,2.0,10600000.0
1st Phase JP Nagar,4,1900.0,3.0,1.0,40000000.0
8th Phase JP Nagar,2,1510.0,2.0,3.0,8000000.0
Malleshwaram,2,302.0,2.0,1.0,2500000.0
ITPL,3,1500.0,3.0,1.0,6152000.0
Vidyaranyapura,3,1100.0,2.0,2.0,7200000.0
Sunkadakatte,3,1200.0,3.0,1.0,6800000.0
Kanakpura Road,3,1100.0,3.0,2.0,5300000.0
Hormavu,4,2282.0,4.0,0.0,11500000.0
Jayanti Nagar,2,760.0,2.0,1.0,3749000.0
Sarjapur,3,2172.0,3.0,0.0,10000000.0
Kumaraswami Layout,4,600.0,2.0,1.0,7200000.0
8th Phase JP Nagar,3,3300.0,3.0,2.0,16500000.0
Thubarahalli,3,1242.0,3.0,1.0,5100000.0
Moodalapalya,1,410.0,1.0,1.0,4800000.0
Uttarahalli,3,1245.0,2.0,2.0,4358000.0
Kadugodi,2,1088.0,2.0,2.0,4400000.0
Sahakara Nagar,2,1200.0,2.0,0.0,4600000.0
TC Palaya,3,1995.0,3.0,1.0,10000000.0
Haralur Road,2,1309.0,2.0,1.0,8200000.0
BTM 1st Stage,3,1717.0,3.0,2.0,20000000.0
7th Phase JP Nagar,3,2100.0,3.0,2.0,20000000.0
Gayathri Nagar,2,880.0,1.0,0.0,9000000.0
Abbigere,6,1200.0,6.0,1.0,9500000.0
Maruthi Nagar,3,1250.0,3.0,2.0,4200000.0
Hebbal,3,3520.0,5.0,2.0,24000000.0
5th Phase JP Nagar,2,1041.0,2.0,2.0,5400000.0
Sarjapur  Road,3,1505.0,2.0,2.0,6000000.0
Bannerghatta,3,1776.0,3.0,2.0,15000000.0
Bellandur,3,1767.0,3.0,2.0,8900000.0
Rajiv Gandhi Nagar,2,1293.0,2.0,2.0,8000000.0
Kengeri,2,1320.0,2.0,1.0,5000000.0
Bhuvaneshwari Nagar,2,1280.0,2.0,2.0,6848000.0
Thanisandra,2,1245.0,2.0,1.0,8305000.0
Haralur Road,2,1027.0,1.0,2.0,4400000.0
Kanakpura Road,3,1100.0,3.0,2.0,5800000.0
Medahalli,3,1065.0,3.0,1.0,7200000.0
Kannamangala,3,1814.0,3.0,1.0,12900000.0
Ramagondanahalli,3,1610.0,2.0,1.0,11200000.0
Kumaraswami Layout,1,850.0,1.0,1.0,7800000.0
Kasavanhalli,3,1600.0,3.0,3.0,7900000.0
Old Mangammanapalya Road,3,3200.0,4.0,2.0,14000000.0
Canara Bank Colony,3,1250.0,2.0,1.0,7713000.0
Haralur Road,2,1243.0,2.0,2.0,4600000.0
Kanakpura Road,3,1452.0,3.0,3.0,6098000.0
Ittamadu,3,1475.0,3.0,3.0,7500000.0
Electronic City,2,1353.0,2.0,3.0,7500000.0
Maruthi Sevanagar,4,2100.0,3.0,0.0,21000000.0
Electronics City Phase 1,3,1750.0,3.0,2.0,5800000.0
Whitefield,4,4800.0,4.0,3.0,55000000.0
Sahakara Nagar,2,1270.0,2.0,1.0,9600000.0
Battarahalli,4,2700.0,3.0,0.0,7500000.0
8th Phase JP Nagar,4,1200.0,4.0,2.0,27000000.0
Thanisandra,4,2695.0,4.0,3.0,18800000.0
Hessarghatta,3,1330.0,3.0,2.0,6500000.0
Electronic City,2,660.0,1.0,0.0,1800000.0
BTM 2nd Stage,2,1400.0,2.0,3.0,9000000.0
Gubbalala,4,4000.0,5.0,1.0,19500000.0
Kanakpura Road,3,1700.0,3.0,2.0,7500000.0
Kasavanhalli,2,1585.0,2.0,2.0,9000000.0
Kothanur,3,1385.0,3.0,3.0,6700000.0
Electronic City,2,1128.0,2.0,1.0,6700000.0
Whitefield,4,60.0,4.0,2.0,21800000.0
HSR Layout,2,1203.0,2.0,2.0,6000000.0
Mallasandra,2,905.0,2.0,1.0,3500000.0
Hennur Road,3,1450.0,3.0,2.0,7900000.0
Varthur,2,1105.0,2.0,3.0,3800000.0
Channasandra,2,1200.0,2.0,1.0,4613000.0
Jalahalli,3,1530.0,2.0,3.0,8900000.0
Whitefield,2,1105.0,2.0,1.0,3540000.0
Dasarahalli,2,1333.0,2.0,1.0,7856000.0
Hongasandra,2,1065.0,2.0,2.0,4500000.0
Haralur Road,2,1243.0,2.0,2.0,4600000.0
Old Madras Road,3,1530.0,3.0,2.0,7634000.0
Margondanahalli,2,1200.0,2.0,1.0,6500000.0
Whitefield,2,1270.0,2.0,1.0,9400000.0
Bellandur,3,1830.0,3.0,3.0,8900000.0
Chandapura,2,900.0,2.0,3.0,3500000.0
Attibele,4,2400.0,2.0,2.0,25000000.0
Varsova Layout,6,7000.0,6.0,2.0,56000000.0
Bannerghatta Road,3,1450.0,2.0,2.0,7800000.0
J C Nagar,3,1525.0,3.0,3.0,6500000.0
Mahalakshmi Layout,2,1080.0,2.0,1.0,6700000.0
Bagalur Main Road,2,1220.0,2.0,2.0,7200000.0
Begur Road,2,1200.0,2.0,2.0,4440000.0
R.T. Nagar,3,2400.0,3.0,0.0,34800000.0
Govindapura,2,1500.0,2.0,2.0,6000000.0
Koramangala,2,1355.0,2.0,2.0,9500000.0
Electronic City,2,1070.0,2.0,1.0,5700000.0
CV Raman Nagar,3,1980.0,4.0,1.0,18000000.0
Bommasandra,2,842.0,2.0,2.0,3000000.0
Bannerghatta Road,1,700.0,1.0,1.0,3120000.0
"Kanakapura Road, ",3,1884.0,3.0,2.0,9500000.0
Dena Bank Colony,2,1100.0,2.0,2.0,7500000.0
Raja Rajeshwari Nagar,2,1196.0,2.0,2.0,4054000.0
Budigere,3,1820.0,3.0,2.0,8500000.0
Thanisandra,2,1185.0,2.0,2.0,4350000.0
Varthur,3,2145.0,3.0,2.0,17000000.0
Whitefield,2,1220.0,2.0,1.0,8900000.0
Whitefield,2,1116.0,2.0,3.0,5191000.0
6th Phase JP Nagar,2,1192.0,2.0,3.0,7500000.0
Marathahalli,3,1449.0,3.0,2.0,11000000.0
Ardendale,3,2500.0,3.0,1.0,25000000.0
Electronic City,3,1700.0,3.0,2.0,9000000.0
Hebbal,3,1920.0,3.0,2.0,15000000.0
BTM 4th Stage,2,1350.0,2.0,0.0,9000000.0
Devanahalli Int. Airport,4,4800.0,5.0,2.0,35000000.0
"Sarjapur Road, ",3,1700.0,3.0,2.0,7400000.0
Hoodi,2,1447.0,3.0,2.0,7600000.0
Kanakpura Road,2,1329.0,2.0,1.0,10700000.0
Sarjapur  Road,3,1314.0,2.0,2.0,7044000.0
Hal old airport road,3,1200.0,3.0,2.0,11000000.0
Basavangudi,6,1214.0,3.0,0.0,22000000.0
Hosa Road,3,1513.0,3.0,1.0,10300000.0
Vittasandra,2,1246.0,2.0,1.0,6750000.0
Ganga Nagar,1,705.0,1.0,1.0,6500000.0
Dasarahalli,2,1220.0,2.0,2.0,6200000.0
Yelahanka New Town,3,1800.0,2.0,1.0,4500000.0
Kaval Byrasandra,3,1400.0,3.0,2.0,7500000.0
Kasavanhalli,2,1245.0,2.0,2.0,8000000.0
Anantapuram,3,1495.0,2.0,1.0,6300000.0
Nagavara,3,2000.0,2.0,2.0,27500000.0
Gollarapalya Hosahalli,2,996.0,2.0,2.0,3650000.0
Yelahanka New Town,2,1000.0,2.0,1.0,4400000.0
Chikka Banaswadi,2,1250.0,2.0,3.0,7500000.0
Chandapura,2,975.0,2.0,1.0,2486000.0
Thanisandra,3,1261.0,2.0,1.0,8000000.0
Electronics City Phase 1,2,1080.0,2.0,2.0,4600000.0
Akshayanagara East,2,1230.0,2.0,1.0,5000000.0
Kammasandra,2,982.0,2.0,2.0,2553000.0
Bommasandra,3,1260.0,3.0,1.0,4936000.0
HSR Layout,3,1590.0,2.0,2.0,13500000.0
Horamavu Agara,2,1220.0,2.0,2.0,3900000.0
Electronic City Phase II,3,1320.0,2.0,1.0,3811999.9999999995
Green Glen Layout,3,1750.0,3.0,2.0,10500000.0
Whitefield,3,1436.0,2.0,3.0,6215000.0
TC Palaya,3,1200.0,2.0,0.0,6600000.0
Varthur,3,1560.0,3.0,2.0,9000000.0
Whitefield,3,3758.0,3.0,1.0,30000000.0
Belatur,2,1275.0,2.0,2.0,5900000.0
Ramanjaneyanagar,2,1040.0,2.0,2.0,3640000.0
Bellandur,3,2400.0,3.0,2.0,11500000.0
Chamrajpet,6,1500.0,9.0,3.0,23000000.0
Kaggalipura,4,3150.0,5.0,1.0,21200000.0
Karuna Nagar,3,1960.0,3.0,2.0,16500000.0
JP Nagar,4,3200.0,5.0,3.0,30900000.0
Yeshwanthpur,2,1195.0,2.0,2.0,10000000.0
Hosakerehalli,5,4500.0,5.0,2.0,14500000.0
Ulsoor,3,450.0,3.0,1.0,7000000.0
Sathya Sai Layout,4,4304.0,4.0,2.0,69900000.0
Javarandoddi,1,648.0,1.0,1.0,4000000.0
Sarjapur  Road,3,2100.0,3.0,2.0,13000000.0
Thanisandra main road,4,4209.0,4.0,2.0,60200000.0
Kudlu,2,1027.0,2.0,1.0,4400000.0
Whitefield,4,1575.0,4.0,3.0,25000000.0
Bommasandra,3,1365.0,3.0,1.0,5282000.0
Yelahanka New Town,1,650.0,1.0,1.0,1800000.0
Chandapura,3,1200.0,2.0,1.0,5200000.0
Cooke Town,2,1100.0,2.0,3.0,9000000.0
7th Phase JP Nagar,3,1075.0,2.0,1.0,5700000.0
Banashankari,2,1100.0,2.0,1.0,6300000.0
Akshya Nagar,3,1320.0,2.0,1.0,5800000.0
Kammasandra,3,1500.0,3.0,2.0,6500000.0
Vijaypura,4,1200.0,5.0,1.0,15000000.0
Bapuji Nagar,4,1125.0,3.0,2.0,12600000.0
Vittasandra,2,1246.0,2.0,1.0,6750000.0
Bhoganhalli,3,1718.0,3.0,2.0,9020000.0
Bisuvanahalli,3,1075.0,2.0,1.0,3200000.0
Chennammana Kere,3,1480.0,3.0,1.0,7548000.0
Austin Town,1,500.0,1.0,1.0,1300000.0
3rd Block Banashankari,5,2400.0,4.0,1.0,32500000.0
Kaikondrahalli,4,1200.0,4.0,2.0,12500000.0
Kanakpura Road,2,1041.0,2.0,1.0,3644000.0
Doddanekundi,2,1128.0,2.0,2.0,4840000.0
Hosur Road,3,1685.0,3.0,1.0,9000000.0
Guddadahalli,2,1180.0,2.0,2.0,6500000.0
Ejipura,2,1200.0,2.0,1.0,6000000.0
Mangammanapalya,3,1250.0,3.0,2.0,3950000.0
Kanakpura Road,2,900.0,2.0,1.0,4100000.0
Chelekare,2,1000.0,2.0,1.0,4500000.0
Yelahanka New Town,2,600.0,2.0,2.0,8000000.0
2nd Stage Nagarbhavi,4,600.0,3.0,2.0,8200000.0
Vittasandra,2,1404.0,2.0,1.0,7000000.0
Ramagondanahalli,3,1610.0,2.0,2.0,11500000.0
Varthur,2,1760.0,2.0,1.0,8500000.0
Amam Enclave Layout,2,975.0,2.0,1.0,5500000.0
Kashi Nagar,2,1190.0,2.0,2.0,4200000.0
Kudlu,2,1110.0,2.0,1.0,4600000.0
Rajaji Nagar,3,2415.0,3.0,2.0,39900000.0
Gunjur,2,1235.0,2.0,2.0,4450000.0
Nanjappa Garden,2,1275.0,2.0,3.0,5500000.0
Victoria Layout,2,1115.0,2.0,1.0,11500000.0
Harlur,2,1197.0,2.0,1.0,7600000.0
Begur Road,1,644.0,1.0,1.0,3200000.0
Bellandur,2,1251.0,2.0,3.0,4700000.0
Neeladri Nagar,2,1105.0,2.0,2.0,3000000.0
4th Phase JP Nagar,2,1080.0,2.0,2.0,3800000.0
Kudlu,4,2100.0,3.0,1.0,11400000.0
Kammanahalli,4,1600.0,4.0,1.0,20000000.0
NRI Layout,3,1731.0,3.0,3.0,6411000.0
Hormavu,2,1206.0,2.0,1.0,5500000.0
Choodasandra,3,1560.0,3.0,2.0,7800000.0
7th Phase JP Nagar,1,750.0,1.0,2.0,4700000.0
Billekahalli,2,1035.0,2.0,2.0,9000000.0
Ramamurthy Nagar,7,1200.0,6.0,2.0,15000000.0
Sarjapur  Road,1,702.0,1.0,0.0,3579999.9999999995
Attibele,3,1700.0,3.0,1.0,6500000.0
HRBR Layout,2,1145.0,2.0,2.0,6850000.0
Ramamurthy Nagar,3,1208.0,2.0,2.0,4350000.0
Brookefield,3,1589.0,3.0,2.0,7400000.0
Allalasandra,2,560.0,2.0,1.0,2200000.0
Yelahanka New Town,3,1426.0,2.0,2.0,6150000.0
Green Glen Layout,3,1885.0,3.0,2.0,13500000.0
Old Madras Road,2,935.0,2.0,0.0,3777000.0000000005
Old Madras Road,2,1171.0,2.0,2.0,7300000.0
Singasandra,2,1465.0,2.0,3.0,6000000.0
Budigere,3,1820.0,3.0,2.0,9500000.0
Raja Rajeshwari Nagar,3,1580.0,2.0,2.0,6684999.999999999
Whitefield,3,1452.0,2.0,2.0,4629000.0
Hennur Road,3,1445.0,2.0,1.0,8956000.0
Gollahalli,2,1170.0,2.0,1.0,3900000.0
Anjappa Layout,2,1070.0,2.0,1.0,5000000.0
Kanakpura Road,3,1100.0,3.0,2.0,5300000.0
Kothanur,2,1140.0,2.0,2.0,5600000.0
Rachenahalli,3,2600.0,3.0,2.0,16000000.0
Shikaripalya,3,1532.0,3.0,2.0,5975000.0
AGS Layout,2,1150.0,2.0,1.0,4600000.0
Jakkur,2,1473.0,2.0,1.0,8500000.0
Kathriguppe,3,1350.0,3.0,2.0,8098999.999999999
Prithvi Layout,4,4040.0,4.0,0.0,50000000.0
CV Raman Nagar,3,1980.0,4.0,2.0,16600000.0
Hoodi,3,1660.0,3.0,2.0,12800000.0
Kogilu,7,2456.0,7.0,2.0,8500000.0
Chamrajpet,2,650.0,2.0,2.0,4500000.0
Neeladri Nagar,5,4000.0,5.0,2.0,42500000.0
Malleshwaram,3,2475.0,4.0,3.0,34000000.0
Chikkakannalli,3,1495.0,3.0,2.0,9000000.0
R.T. Nagar,2,1080.0,2.0,1.0,4800000.0
Electronic City,3,1521.0,2.0,2.0,5750000.0
Aishwarya Crystal Layout,2,1053.0,2.0,0.0,5100000.0
Binny Pete,3,2406.0,5.0,2.0,28900000.0
Kanakpura Road,4,800.0,5.0,3.0,11500000.0
7th Phase JP Nagar,2,1050.0,2.0,1.0,4200000.0
Thanisandra,3,1430.0,2.0,2.0,5148000.0
Begur,3,2400.0,3.0,2.0,1200000.0
OLd Gurappanapalya,3,1250.0,3.0,2.0,3900000.0
Ramanagara Channapatna,4,1200.0,2.0,1.0,7500000.0
Ulsoor,1,840.0,1.0,1.0,15000000.0
Uttarahalli,2,1000.0,2.0,2.0,3950000.0
Bannerghatta Road,3,1630.0,3.0,3.0,6800000.0
Kammasandra,2,985.0,2.0,1.0,4050000.0
BTM 2nd Stage,2,1200.0,2.0,2.0,7000000.0
Ambalipura,3,1650.0,3.0,3.0,10000000.0
Mico Layout,3,1670.0,3.0,2.0,5900000.0
Sarjapur  Road,4,1240.0,4.0,0.0,11000000.0
Maheswari Nagar,2,1000.0,2.0,2.0,6000000.0
Doddabanahalli,2,830.0,2.0,2.0,2600000.0
Ramagondanahalli,3,1200.0,3.0,1.0,5610000.0
Sadashiva Nagar,5,9600.0,7.0,2.0,273600000.0
Haralur Road,2,1140.0,2.0,2.0,4300000.0
Nagarbhavi,3,1635.0,3.0,3.0,8500000.0
HSR Layout,2,1120.0,2.0,1.0,7000000.0
Kamakya Layout,6,2750.0,6.0,3.0,20000000.0
Sector 7 HSR Layout,3,1760.0,3.0,2.0,18500000.0
Harlur,3,2137.0,3.0,2.0,11000000.0
Hennur Road,2,973.0,2.0,1.0,5074000.0
Kundalahalli,3,1724.0,3.0,1.0,14600000.0
Banashankari,2,1020.0,2.0,2.0,4079000.0
Hsr layout sector3,4,1200.0,4.0,3.0,37500000.0
Electronic City,1,750.0,1.0,1.0,3500000.0
Kambipura,2,883.0,2.0,1.0,4900000.0
Thyagraj Nagar,2,660.0,2.0,0.0,7600000.0
Ramagondanahalli,4,2787.0,5.0,2.0,22000000.0
Devasthanagalu,3,1470.0,2.0,3.0,6000000.0
Electronics City Phase 1,2,891.0,2.0,1.0,2495000.0
"Sarjapur Road, ",2,1275.0,2.0,1.0,7600000.0
Kothanur,3,1787.0,3.0,2.0,12000000.0
8th Phase JP Nagar,5,1730.0,5.0,2.0,7500000.0
Sarjapur  Road,2,1320.0,2.0,2.0,11000000.0
Yeshwanthpur,3,1692.0,3.0,3.0,10800000.0
Bannerghatta Road,3,1400.0,3.0,2.0,6900000.0
Sarjapur  Road,2,1115.0,2.0,1.0,5000000.0
Whitefield,2,1370.0,2.0,2.0,5600000.0
Thirumenahalli,3,1602.0,3.0,2.0,5600000.0
"Hoodi Circle, ",1,793.0,1.0,1.0,4000000.0
GM Palaya,1,675.0,1.0,1.0,3500000.0
Chikka Tirupathi,4,3250.0,4.0,2.0,13600000.0
Whitefield,2,1050.0,2.0,3.0,4300000.0
Jalahalli East,2,1035.0,2.0,1.0,4250000.0
Sarjapur  Road,3,1200.0,2.0,2.0,4400000.0
Sarjapur  Road,3,1800.0,3.0,2.0,12800000.0
Green Glen Layout,3,1625.0,3.0,2.0,7000000.0
Electronics City Phase 1,2,1032.0,2.0,1.0,3199000.0
Whitefield,3,1496.0,2.0,1.0,7181000.0
Kothnoor Dinne,2,1100.0,2.0,2.0,3800000.0
Kundalahalli,3,1500.0,3.0,2.0,5000000.0
Electronic City Phase II,2,1125.0,2.0,1.0,3263000.0000000005
Chikka Banaswadi,3,1555.0,3.0,3.0,7300000.0
Amruthahalli,2,1025.0,2.0,1.0,4200000.0
Hennur Road,3,1482.0,2.0,1.0,8373000.0
Banagirinagar,3,1630.0,2.0,2.0,13000000.0
Arekere,2,900.0,2.0,1.0,4450000.0
Yelahanka,3,1355.0,2.0,3.0,7500000.0
1st Block Koramangala,4,2360.0,4.0,2.0,60100000.0
Akshaya Nagar,2,1200.0,2.0,2.0,4500000.0
Suraksha Nagar,3,1563.0,3.0,2.0,6300000.0
Medaralli,4,1344.0,4.0,1.0,8400000.0
6th block Koramangala,3,3000.0,3.0,2.0,40000000.0
5th Phase JP Nagar,2,812.0,2.0,1.0,4200000.0
Basaveshwara Nagar,2,1200.0,2.0,1.0,7000000.0
Yelahanka,4,3175.0,4.0,1.0,15600000.0
Marathahalli,2,1360.0,2.0,1.0,10100000.0
Hegde Nagar,3,1835.0,3.0,3.0,8800000.0
Rachenahalli,3,1756.0,3.0,2.0,11000000.0
8th Phase JP Nagar,3,1296.0,2.0,2.0,5183000.0
Haralur Road,2,1300.0,2.0,1.0,7500000.0
Anandapura,2,1141.0,2.0,1.0,5000000.0
Poorna Pragna Layout,3,1270.0,2.0,2.0,5079000.0
Electronic City,2,1210.0,2.0,1.0,5500000.0
Hormavu,2,1310.0,2.0,2.0,6700000.0
Ejipura,5,1356.0,5.0,2.0,13900000.0
Gubbalala,3,1745.0,3.0,2.0,14000000.0
KR Puram,5,1200.0,5.0,1.0,12500000.0
Raja Rajeshwari Nagar,2,1050.0,2.0,2.0,3700000.0
Banashankari,4,2400.0,4.0,3.0,50000000.0
Electronic City Phase II,2,1140.0,2.0,1.0,3400000.0
Varthur,2,1210.0,2.0,2.0,5400000.0
Kasavanhalli,3,2035.0,3.0,2.0,14200000.0
Sarjapur,1,633.0,1.0,1.0,1709000.0
Amruthahalli,1,485.0,1.0,1.0,1950000.0
Varthur,2,1112.0,2.0,2.0,4000000.0
Ullal Uppanagar,2,1200.0,2.0,0.0,8200000.0
Sarjapur  Road,3,2275.0,4.0,2.0,18700000.0
Doddanakundi Industrial Area 2,3,1419.0,3.0,2.0,8500000.0
Versova Layout,3,2020.0,3.0,3.0,27000000.0
Kundalahalli,2,1047.0,2.0,2.0,9100000.0
Thanisandra,3,1884.0,4.0,2.0,11700000.0
Malleshpalya,3,1200.0,3.0,2.0,14900000.0
Bannerghatta Road,2,905.0,2.0,1.0,5800000.0
JP Nagar,3,1500.0,2.0,1.0,10800000.0
Chikkajala,1,850.0,1.0,0.0,5000000.0
Bommasandra Industrial Area,2,1125.0,2.0,1.0,3249000.0
Tindlu,2,1165.0,2.0,2.0,5980000.0
Maruthi Sevanagar,2,933.0,2.0,0.0,5500000.0
Hennur Road,3,1305.0,2.0,1.0,7700000.0
Billekahalli,2,1125.0,2.0,1.0,6500000.0
BSM Extension,2,865.0,2.0,2.0,3300000.0
Jigani,3,1245.0,3.0,3.0,6600000.0
Kalyan nagar,2,8840.0,2.0,3.0,30000000.0
Udayagiri,3,1145.0,2.0,2.0,6000000.0
AECS Layout,3,2000.0,3.0,1.0,9000000.0
Hosa Road,1,625.0,1.0,1.0,4368000.0
Kundalahalli,3,1724.0,3.0,2.0,12800000.0
Madiwala,1,400.0,1.0,1.0,7500000.0
Sarjapur  Road,3,1270.0,2.0,1.0,5400000.0
Madiwala,3,1250.0,3.0,2.0,3950000.0
Jakkur,3,1485.0,3.0,2.0,7200000.0
